	D1	D2	D3	D4	C1	C2	C3	C4	H1	H2	H3	H4
trfl	438	7	274	11	13	74	814	814	779	85	312	281
tri10	142	8	14	12	227	876	6213	6213	206	40	439	12
tri11	167	148	114	91	154	172	217	217	403	125	205	115
tri13	215	378	353	177	184	158	553	553	437	149	279	107
tri23	475	930	270	451	81	142	1273	1273	804	247	647	217
tri25	290	94	82	124	21	28	134	134	256	41	172	91
tri26	453	336	386	228	130	219	664	664	465	165	313	184
tri27	213	335	169	153	164	224	438	438	268	96	149	90
tri32	123	148	70	81	53	77	111	111	177	76	87	56
tri33	201	241	344	183	222	345	1219	1219	405	130	226	160
tri37	268	468	225	199	41	128	894	894	266	71	167	97
tri38	206	251	120	202	112	134	503	503	448	145	319	205
tri39	261	351	427	168	39	81	216	216	355	81	230	83
tri41	495	487	220	259	137	175	383	383	389	125	246	121
tri44	715	1033	882	559	398	614	1672	1672	462	139	406	186
tri47	36	83	64	59	13	11	22	22	402	124	285	116
tri56	43	31	7	12	18	9	69	69	141	30	107	74
tri59	239	224	120	115	158	377	3856	3856	436	141	272	88
tri65	54	31	51	41	53	36	73	73	63	26	54	25
tri68	364	363	244	240	1184	2661	8538	8538	339	56	209	105
tria1	416	993	376	310	117	176	698	698	562	190	483	203
trib1	243	220	309	157	23	43	144	144	173	36	133	57
trib2	466	695	650	464	371	455	472	472	198	60	138	68
trim2	12	10	6	16	6	12	92	92	138	23	109	34
trim3	92	133	93	88	62	91	90	90	122	35	87	37
trim5	1240	518	294	584	560	669	1528	1528	907	314	523	243
trim8	251	227	86	131	165	276	1077	1077	380	132	249	140
trio	161	156	214	198	77	131	350	350	569	125	402	180
trip4	438	807	230	317	63	133	871	871	575	200	381	175
trip6	110	109	102	80	115	245	429	429	440	184	339	144
tripb	324	478	337	318	186	361	1701	1701	698	182	472	274
tripc	3524	4693	4648	2427	989	1355	5651	5651	4706	1503	2825	1605
trm1	347	528	355	240	70	69	240	240	175	49	126	60
trm11	187	418	355	167	143	170	585	585	322	61	295	87
trm13	86	114	102	62	52	88	471	471	165	35	114	45
trm1l	1002	1670	2173	695	133	145	420	420	245	63	158	81
trm2a	358	431	200	186	192	198	416	416	329	101	182	85
trm44	128	121	114	59	33	50	102	102	75	23	20	17
trm5	146	282	31	163	41	68	363	363	400	146	282	108
trm6	337	488	446	260	94	130	637	637	389	112	305	197
trmb	47	63	53	39	55	54	135	135	116	43	117	58
trml2	34	37	10	61	14	33	51	51	377	126	137	101
trnt1	665	851	488	296	45	55	287	287	532	193	336	179
troap	43	36	30	16	146	157	635	635	79	28	13	12
trpc1	10	26	17	10	85	98	142	142	53	19	51	21
trpc2	118	137	76	78	17	38	142	142	43	10	12	15
trpm2	152	108	130	163	437	247	332	332	228	61	117	84
trpm7	654	1002	721	684	327	687	3872	3872	1630	420	987	500
trps1	119	100	189	84	12	20	75	75	149	28	79	44
trpv2	306	411	216	225	503	591	1215	1215	293	60	198	102
trrap	661	701	613	407	382	719	2283	2283	906	206	472	336
trua	281	347	225	190	75	133	485	485	469	122	190	110
trxr1	825	924	822	660	186	373	1707	1707	1365	450	1338	541
ts101	799	1124	1218	557	161	289	1544	1544	1051	401	767	391
tsap1	104	202	134	55	114	135	686	686	220	82	137	59
tsc1	112	118	64	85	29	76	405	405	513	111	227	179
tsc2	209	353	161	159	123	125	334	334	483	151	274	132
tscot	165	75	25	173	27	53	256	256	25	11	46	24
tsg10	286	466	295	202	18	17	91	91	132	58	108	29
tsh1	94	102	32	66	8	10	41	41	127	34	60	55
tsh2	17	17	26	13	53	122	176	176	160	45	176	49
tsn	550	676	565	342	171	318	1615	1615	1961	755	1534	678
tsn12	10	86	37	22	35	117	333	333	137	58	195	35
tsn13	1088	980	1243	657	91	241	779	779	501	87	275	128
tsn14	617	430	263	321	141	334	1009	1009	968	366	745	343
tsn15	244	191	205	105	96	140	213	213	171	57	113	69
tsn18	14	21	8	22	37	34	75	75	192	54	198	55
tsn31	90	84	52	57	41	48	248	248	298	93	296	100
tsn32	61	106	13	41	695	556	1096	1096	67	14	49	7
tsn33	171	90	98	69	697	2125	13576	13576	1543	433	1210	612
tsn5	57	33	16	54	73	103	132	132	361	177	236	146
tsn6	319	570	264	275	87	85	363	363	433	175	349	210
tsn7	52	76	79	53	20	53	97	97	507	189	385	123
tsn8	12	22	11	11	126	429	4789	4789	3245	1211	3709	1019
tsp1	376	753	1299	128	85	242	947	947	1009	158	335	370
tsr1	395	532	252	341	96	168	921	921	858	269	687	355
tssc1	322	300	209	142	163	164	402	402	467	155	298	168
tstd2	84	126	84	89	241	481	2503	2503	124	25	88	48
tsyl1	359	392	224	233	58	134	470	470	202	53	81	39
tsyl2	372	729	429	321	496	253	259	259	274	68	76	71
tt21b	233	736	512	354	99	161	680	680	361	111	224	115
tt39b	62	47	44	42	3	12	61	61	97	34	49	34
tt39c	592	657	742	472	40	73	371	371	67	11	32	30
ttbk2	94	79	41	40	142	217	380	380	72	24	72	40
ttc1	334	430	382	304	139	237	669	669	353	103	267	116
ttc12	19	32	22	19	13	14	12	12	85	33	46	37
ttc13	164	222	179	139	128	167	364	364	371	105	241	124
ttc14	808	1348	1558	680	388	286	754	754	1060	279	566	279
ttc17	571	707	502	420	97	217	652	652	617	190	353	207
ttc19	94	106	133	46	51	89	290	290	1397	425	815	463
ttc23	31	85	54	36	8	25	51	51	121	36	102	19
ttc26	19	46	20	20	10	9	20	20	149	23	110	89
ttc27	247	466	291	232	66	103	461	461	586	235	428	206
ttc3	142	154	93	110	318	368	971	971	744	225	368	281
ttc32	21	19	22	8	36	64	359	359	88	31	42	17
ttc33	73	91	55	79	26	57	422	422	208	74	151	89
ttc37	1010	1943	719	887	171	229	1645	1645	2106	502	1445	557
ttc38	120	115	194	79	12	41	123	123	947	311	1496	419
ttc4	196	284	132	121	25	41	137	137	157	49	160	77
ttc5	432	650	358	357	130	136	412	412	256	74	142	67
ttc7a	765	587	326	346	162	254	557	557	560	164	295	217
ttc7b	100	103	130	71	21	31	133	133	171	51	173	83
ttc8	155	259	79	125	48	89	246	246	194	72	161	56
ttf1	270	288	152	201	96	139	410	410	637	160	368	228
ttf2	161	124	102	65	106	118	320	320	338	86	259	106
tti1	129	108	33	89	32	64	181	181	112	29	64	31
tti2	169	247	82	177	19	43	123	123	272	133	214	93
ttk	115	161	131	89	70	148	1561	1561	431	162	86	64
ttl1	54	78	39	48	19	31	19	19	46	9	28	10
ttl12	100	81	41	74	104	190	434	434	72	27	64	35
ttll4	189	258	116	125	59	97	348	348	359	103	324	180
ttll5	99	125	104	101	26	31	294	294	150	46	98	56
ttp	799	890	1170	520	124	282	326	326	607	166	694	315
ttpal	38	23	25	15	73	176	741	741	150	33	65	53
ttyh3	240	129	68	104	232	524	1006	1006	635	187	315	170
tulp3	23	32	12	8	28	23	27	27	131	34	96	32
tusc2	375	410	245	206	73	120	440	440	546	166	371	142
tusc3	62	114	88	81	121	184	492	492	205	107	658	77
tut4	434	471	223	296	53	106	438	438	192	51	104	76
tut7	843	882	414	661	308	447	2934	2934	1623	422	1061	564
tv23b	379	501	151	255	181	288	1629	1629	577	184	535	170
tva1	79	81	10	43	15	6	21	21	63	32	29	24
twf1	737	1171	2152	632	145	272	1252	1252	3072	1063	2265	1289
twsg1	252	452	359	165	37	81	410	410	1225	450	1063	368
txd11	1421	1462	917	649	307	530	1411	1411	1459	397	1091	467
txd12	972	1693	975	946	160	280	1225	1225	1367	699	1215	585
txd15	263	356	297	171	145	257	671	671	517	176	260	133
txd16	31	59	95	22	11	17	76	76	223	99	168	53
txlna	617	656	375	410	349	460	1030	1030	858	246	560	301
txn4a	395	616	548	249	63	146	545	545	262	101	160	64
txnd5	4659	7297	10395	2175	244	683	1358	1358	5253	1566	3179	1890
txnip	3780	4055	10732	2623	1600	3744	6509	6509	6304	2098	3932	2151
txnl1	913	1264	1091	605	310	646	4197	4197	1333	497	1135	430
txtp	165	141	86	89	87	146	265	265	253	90	174	79
tydp1	49	14	24	14	31	81	242	242	71	20	27	24
tydp2	709	991	1014	519	141	222	665	665	1074	349	571	272
tyk2	324	345	189	215	331	407	912	912	848	227	529	302
tyro3	96	169	60	61	116	107	266	266	80	15	101	21
tysd1	209	211	108	105	60	58	125	125	119	47	69	40
tysy	61	47	34	27	132	499	3278	3278	614	258	208	146
tyw1	478	468	362	314	66	128	497	497	160	41	112	47
tyw2	82	55	24	56	56	92	209	209	73	16	60	23
tyw5	572	967	318	401	64	113	438	438	240	108	199	73
tyy1	811	1178	1064	553	405	758	2719	2719	895	320	623	233
u119a	68	106	60	18	197	209	319	319	67	13	36	15
u119b	218	214	124	137	134	220	643	643	603	173	340	147
u2af2	1422	1445	890	733	543	999	3170	3170	1506	498	960	401
u2af4	83	104	66	64	48	59	101	101	56	23	53	15
u520	1897	2041	1360	1158	815	1058	4193	4193	2874	782	1944	1053
u5s1	709	705	445	446	228	385	1915	1915	919	309	570	356
uaca	66	212	183	126	22	13	60	60	345	99	253	156
uap1	314	534	251	281	68	123	391	391	526	265	609	285
uap1l	90	77	47	82	80	95	191	191	93	43	45	27
ub2d1	744	949	907	486	124	201	363	363	525	167	382	123
ub2d3	849	789	824	642	798	1305	6079	6079	1363	493	866	480
ub2e1	864	1367	885	564	124	214	966	966	1106	454	824	401
ub2g1	514	923	789	396	108	247	953	953	889	335	616	232
ub2g2	307	418	286	232	254	407	839	839	367	134	294	129
ub2j1	749	929	997	488	75	108	756	756	1847	629	1374	611
ub2q1	346	382	285	228	288	367	849	849	1069	351	581	289
ub2q2	254	357	380	134	94	184	546	546	231	58	196	94
ub7i3	1216	895	709	596	72	52	71	71	828	278	523	218
uba1	1524	1290	1026	989	553	969	3600	3600	3265	1060	1729	1129
uba3	432	558	277	397	251	304	1874	1874	737	225	610	249
uba5	322	314	253	192	112	189	588	588	285	105	215	95
uba6	712	1115	329	677	174	256	1510	1510	495	112	278	132
uba7	1194	156	73	207	49	46	61	61	188	60	77	35
ubac2	99	133	105	82	56	101	266	266	375	137	294	107
ubad2	1128	1037	1028	624	117	347	932	932	567	194	369	129
ubap1	634	685	334	378	139	246	1015	1015	805	253	582	326
ubap2	171	196	137	119	196	327	1337	1337	484	132	290	179
ube2f	619	526	465	373	199	351	1844	1844	82	19	58	15
ube2h	683	622	529	406	77	158	1066	1066	1471	479	909	461
ube2k	1400	1749	1444	888	185	309	1517	1517	1319	384	693	399
ube2n	1900	2736	1470	1563	309	606	3933	3933	3830	1423	2477	1063
ube2o	530	449	341	304	475	1424	7489	7489	409	88	358	107
ube2z	1103	1422	1076	680	200	432	1268	1268	872	218	630	270
ube3a	293	389	211	266	71	73	394	394	1310	436	839	456
ube3b	292	300	155	210	82	126	481	481	255	64	161	97
ube3c	412	395	267	214	237	426	1933	1933	870	271	556	269
ube3d	24	34	22	17	20	37	85	85	84	25	48	30
ube4a	135	143	79	104	50	57	432	432	620	166	372	224
ube4b	221	207	94	138	170	352	1241	1241	314	72	200	101
ubf1	404	472	175	290	214	348	1708	1708	458	128	260	133
ubia1	84	80	66	57	18	44	170	170	118	32	95	40
ubip1	618	828	976	419	488	472	1197	1197	514	131	319	141
ubl3	1742	1970	2695	1017	226	454	1801	1801	1573	615	1251	569
ubl4a	267	248	164	115	60	123	557	557	296	92	190	87
ubl7	253	236	193	119	197	371	962	962	357	113	290	94
ubn1	141	117	50	71	46	111	595	595	174	32	110	55
ubp1	1262	1815	1520	958	362	642	6536	6536	1398	443	767	382
ubp10	346	326	206	206	169	228	719	719	346	87	211	104
ubp11	85	105	106	49	91	143	204	204	571	144	317	172
ubp12	77	97	47	56	38	78	394	394	214	69	175	91
ubp14	1651	2585	1324	1294	130	282	2192	2192	149	54	118	48
ubp15	2264	2047	1278	1475	435	806	9011	9011	1900	700	1821	543
ubp16	1081	1496	1512	950	217	287	1940	1940	1968	750	1189	718
ubp19	580	572	293	298	350	441	1334	1334	844	232	475	245
ubp20	261	245	139	111	89	143	259	259	191	59	117	59
ubp21	160	145	74	94	82	139	386	386	448	161	310	126
ubp22	339	289	202	181	81	114	559	559	369	109	246	137
ubp24	1669	1946	1495	1189	306	491	2151	2151	919	228	599	364
ubp25	1174	1588	851	742	214	445	2572	2572	2473	707	1708	735
ubp28	327	457	406	207	146	157	421	421	568	162	202	155
ubp2l	604	489	348	353	180	291	1439	1439	994	259	743	355
ubp3	227	220	113	135	90	125	268	268	303	75	186	95
ubp30	90	117	57	61	32	47	115	115	114	46	78	41
ubp32	401	468	272	287	230	679	5395	5395	656	189	486	271
ubp33	808	1155	933	664	235	305	1378	1378	917	303	791	328
ubp34	2985	5006	2748	2579	361	546	3034	3034	1539	404	1078	551
ubp36	212	309	273	163	122	138	185	185	314	72	177	117
ubp37	139	241	89	142	59	87	693	693	126	33	62	61
ubp38	241	232	250	177	135	333	1401	1401	503	161	328	200
ubp4	1313	1533	883	834	439	638	2183	2183	1844	593	1124	633
ubp40	223	214	163	138	141	194	341	341	442	83	279	145
ubp42	29	31	26	28	20	43	159	159	85	15	46	34
ubp45	272	458	302	210	32	43	318	318	250	78	139	94
ubp46	32	40	40	20	38	83	408	408	270	88	193	95
ubp47	1919	2840	2759	1492	398	596	2674	2674	1790	526	1008	565
ubp48	718	994	833	528	202	313	881	881	400	125	189	110
ubp5	513	440	302	265	132	216	728	728	552	171	385	174
ubp53	440	800	782	593	40	61	247	247	245	54	137	87
ubp54	103	93	81	83	63	88	481	481	245	63	219	79
ubp7	1287	1365	1341	805	706	1501	7122	7122	1609	428	824	509
ubp8	296	300	241	179	165	311	1231	1231	842	216	548	324
ubql1	384	410	224	258	374	681	3162	3162	2023	809	1388	733
ubql2	106	89	37	91	30	59	248	248	786	227	558	246
ubr1	516	544	245	369	175	364	3993	3993	620	159	492	222
ubr2	756	905	669	569	316	608	3608	3608	1607	391	1034	614
ubr3	648	976	640	562	159	274	1440	1440	885	286	665	311
ubr4	2789	1599	870	1381	513	871	2374	2374	1414	317	947	523
ubr5	2237	3332	2595	1860	510	814	3171	3171	2399	622	1385	847
ubr7	674	973	943	485	155	363	1464	1464	586	192	298	204
ubs3a	138	153	41	102	105	77	52	52	86	39	27	47
ubs3b	527	573	508	414	127	165	256	256	1288	395	879	411
ubtd1	64	77	101	49	53	97	215	215	267	86	201	63
ubtd2	196	249	169	117	51	74	254	254	230	90	156	61
ubx2b	143	206	180	121	24	36	105	105	108	39	48	17
ubxn4	1787	2717	1221	1702	229	395	2589	2589	826	280	605	295
ubxn6	288	353	249	172	98	164	337	337	522	162	400	164
ubxn7	179	248	109	165	25	45	273	273	293	77	151	82
uchl5	672	810	473	596	270	494	2150	2150	515	151	357	204
uck1	299	395	409	198	41	71	183	183	209	64	147	72
uck2	160	164	120	133	30	72	371	371	100	30	126	67
uckl1	352	404	290	213	106	105	206	206	92	33	91	38
ucp2	657	531	514	499	1197	3148	10413	10413	3288	1006	1775	782
ucp5	152	268	139	126	58	39	120	120	150	46	125	53
ufd1	471	623	648	350	128	214	1273	1273	665	261	518	210
ufl1	515	804	738	453	95	166	972	972	671	197	584	271
ufo	263	167	117	117	208	342	1043	1043	172	36	87	79
ufsp2	565	1017	281	494	68	75	344	344	576	246	479	177
uggg1	286	354	182	277	134	237	1831	1831	669	180	644	339
uggg2	41	84	91	36	21	60	192	192	295	92	249	89
ugpa	966	1424	949	702	207	413	1437	1437	1614	634	1599	592
uh1bl	1446	2503	1945	1214	255	345	2313	2313	2008	695	1410	653
uhmk1	5089	8420	5144	4176	352	620	4095	4095	7566	2365	5644	2395
uhrf1	447	311	191	207	239	434	2613	2613	433	135	84	113
uhrf2	718	1249	680	644	300	420	1807	1807	808	216	428	161
uif	1153	1941	1124	1025	86	129	749	749	322	76	269	90
uimc1	178	292	245	166	64	102	459	459	269	111	142	79
ula1	183	325	202	137	78	120	642	642	571	203	420	196
ulk1	128	101	86	79	45	122	598	598	408	115	201	141
ulk2	464	596	574	266	138	230	860	860	277	105	197	117
ulk3	63	95	91	42	93	84	85	85	741	222	346	214
ulk4	28	25	57	55	17	35	31	31	211	58	94	76
un13b	38	64	45	43	128	165	609	609	169	41	63	27
un13d	1422	1171	530	649	335	329	604	604	325	86	130	85
un45a	612	580	406	333	76	85	174	174	258	75	151	82
un93b	427	322	169	202	96	128	285	285	380	129	254	156
unk	94	94	23	77	23	60	198	198	241	73	135	63
unkl	488	724	695	379	9	25	58	58	80	19	43	25
upp1	670	596	336	397	45	134	947	947	322	109	266	209
uqcc	153	176	67	65	35	74	244	244	86	33	68	41
urb2	245	250	123	191	38	66	428	428	168	32	153	79
urfb1	179	163	77	147	77	139	856	856	175	39	123	78
urgcp	398	475	264	224	267	290	727	727	335	77	220	138
urm1	359	345	285	157	106	198	427	427	469	141	306	108
urok	321	249	158	141	83	219	715	715	200	51	110	91
urom	101	212	121	87	9	16	33	33	102	5	31	12
urp2	1292	1272	564	745	544	1073	2747	2747	3365	1118	2010	1041
us6nl	162	231	110	120	76	217	1452	1452	691	264	480	256
usb1	114	144	51	86	36	45	146	146	104	35	98	52
usbp1	46	85	29	55	199	102	91	91	250	116	137	65
usf1	645	791	405	368	93	138	497	497	1704	597	1168	576
uso1	1429	2068	1638	993	274	441	2176	2176	1839	583	1534	636
usp9x	3655	5197	3599	2787	429	827	5281	5281	3236	1078	2047	1082
uspl1	464	672	509	364	202	203	393	393	523	115	304	120
ust	248	271	452	123	23	52	163	163	114	37	200	66
ut14a	1058	1417	852	884	347	468	1957	1957	1832	661	1230	518
utp15	256	330	135	247	33	80	409	409	493	177	334	153
utp18	547	676	290	406	108	200	992	992	579	198	411	223
utp20	299	302	186	213	95	191	708	708	506	125	350	193
utp6	362	637	294	355	231	377	1834	1834	497	135	411	212
utro	347	441	244	288	293	351	932	932	1397	537	1116	667
uvrag	467	555	346	281	114	174	584	584	741	228	440	266
uvssa	195	238	141	141	25	43	146	146	223	61	167	79
uxs1	294	392	288	211	71	155	600	600	315	106	180	87
va0d1	396	375	317	206	253	429	1133	1133	894	307	653	363
vac14	238	179	99	143	124	199	687	687	437	134	267	132
vamp3	905	920	1035	624	441	799	2691	2691	4189	1395	3414	1691
vamp4	47	64	39	27	13	19	108	108	131	51	71	28
vamp7	1415	2912	1728	1229	203	294	2991	2991	1204	422	711	370
vapa	1307	1644	1406	930	424	707	2942	2942	1785	657	1109	607
vas1	393	252	256	236	257	531	1729	1729	1871	772	1267	598
vash1	368	353	244	284	72	88	291	291	27	6	23	21
vasn	178	198	225	99	44	182	264	264	143	67	159	65
vasp	2687	3434	2487	1500	621	946	1965	1965	2058	657	1165	429
vat1	197	238	183	174	305	663	1502	1502	2994	1124	2602	1086
vata	1268	1539	937	1083	261	472	2663	2663	3191	1208	2288	1236
vatb2	852	749	749	807	225	464	1699	1699	2251	711	1338	1023
vatc1	617	1036	415	575	181	252	1891	1891	2345	887	1730	846
vath	668	811	511	477	87	187	788	788	546	243	373	222
vav	673	727	456	431	448	565	1032	1032	1079	366	740	435
vav2	1160	1805	1294	713	422	436	728	728	764	233	537	251
vav3	757	1339	1027	730	75	79	253	253	537	185	449	230
vcam1	9554	7652	10427	5229	835	1586	8952	8952	10843	4043	6916	2648
vdac1	891	1172	1209	687	244	585	2599	2599	2836	1011	1955	774
vdac2	1681	2136	2051	1210	279	485	2491	2491	3175	1357	2055	1362
vegfa	129	158	215	104	303	278	196	196	80	29	80	35
vegfb	20	25	17	8	8	32	61	61	97	34	67	26
vegfc	170	185	257	138	13	31	125	125	360	182	283	132
veza	437	642	231	335	55	120	447	447	629	225	397	186
vga	10097	18963	13988	9510	2660	4356	14330	14330	20828	5295	10706	6546
vgfr1	51	127	166	102	47	149	554	554	853	245	589	285
vgfr2	179	282	629	162	100	232	824	824	1901	586	1357	608
vgfr3	17	58	82	14	35	70	165	165	135	51	149	43
vgfr4	84	235	450	215	228	427	1401	1401	855	240	1216	447
vhl	24	15	7	18	69	110	326	326	103	19	67	35
vigln	1501	1509	1455	938	639	937	3954	3954	2226	595	1621	839
vime	5997	7159	5141	4623	1472	2592	6220	6220	6407	2734	3841	1568
vinc	564	796	560	568	79	120	703	703	1239	419	724	437
vinex	70	71	27	37	75	111	198	198	572	189	338	151
vip1	208	272	195	133	93	188	686	686	311	87	190	92
vip2	987	1317	1045	708	109	148	803	803	1253	391	922	429
vir	1087	1810	671	912	234	304	1434	1434	634	207	516	239
vkgc	50	69	30	43	26	44	110	110	452	152	295	186
vkorl	235	363	245	212	74	122	457	457	776	245	539	259
vldlr	247	606	250	412	14	24	66	66	391	210	410	106
vma21	43	25	27	21	70	139	840	840	28	19	48	30
vmp1	1658	1681	1885	1194	177	404	2330	2330	2257	712	1715	707
vn1r4	89	145	36	87	59	74	93	93	24	5	19	11
VOPP1	101	88	81	52	46	89	339	339	280	79	259	135
vp13a	404	768	454	429	47	77	1087	1087	416	92	386	177
vp13b	813	1092	765	582	176	309	1011	1011	721	170	401	274
vp13c	1454	1594	742	1083	245	418	1824	1824	2192	539	1411	817
vp13d	619	640	455	496	103	207	705	705	604	150	464	295
vp26a	1127	1555	1069	879	263	484	2697	2697	2210	823	1417	986
vp26b	400	356	215	260	90	142	361	361	338	125	192	89
vp33a	379	671	758	517	114	137	439	439	474	204	387	227
vp33b	910	1037	1087	579	195	181	343	343	331	97	226	97
vp37a	368	356	253	273	67	97	411	411	207	58	139	67
vp9d1	34	50	29	29	162	99	109	109	79	25	46	38
vpp1	247	202	170	96	223	381	1117	1117	493	96	228	219
vpp2	283	325	285	187	92	129	500	500	216	45	130	60
vpp3	1082	1074	936	562	397	408	508	508	567	158	382	196
vprbp	443	467	206	302	123	179	1097	1097	263	57	142	82
vps11	413	363	221	238	101	146	501	501	472	129	278	124
vps16	676	919	849	488	698	450	955	955	1667	511	823	499
vps18	388	388	177	187	127	236	448	448	334	127	258	115
vps25	353	309	294	191	108	172	563	563	281	82	177	104
vps35	2671	4649	1946	2776	399	671	4216	4216	4334	1615	3281	1441
vps36	274	572	370	301	126	212	747	747	2201	712	1509	770
vps39	593	611	550	452	260	311	788	788	643	178	385	245
vps41	1769	2198	1157	1257	271	350	997	997	2031	665	1360	743
vps45	597	977	640	461	82	102	449	449	1608	578	907	439
vps4a	343	322	176	208	138	341	893	893	453	142	314	157
vps4b	2770	4558	3077	2177	311	530	2076	2076	794	255	584	270
vps51	508	411	376	229	117	251	594	594	373	118	241	112
vps52	406	562	514	260	110	142	295	295	212	49	113	62
vps53	426	419	228	219	126	171	527	527	666	166	330	183
vps54	857	1072	819	643	23	48	388	388	846	270	643	269
vps72	337	374	236	222	102	121	419	419	497	160	297	134
vps8	409	475	370	326	115	191	651	651	599	164	588	262
vrk1	618	729	844	425	116	219	1615	1615	238	94	98	61
vrk2	279	340	143	220	13	20	206	206	222	78	121	79
vrk3	562	663	585	403	95	88	194	194	209	60	146	67
vsig4	197	41	117	116	150	361	2163	2163	210	122	140	196
vta1	576	693	537	414	177	325	1183	1183	1040	421	641	366
vti1a	229	207	144	116	30	64	187	187	61	22	46	31
vti1b	527	709	652	329	179	318	845	845	253	64	158	61
vtnc	509	472	474	302	22	38	139	139	264	95	204	74
vwa8	295	442	299	231	68	102	512	512	106	35	83	45
vwa9	342	514	391	281	98	181	724	724	244	87	164	81
